VAR,Variable,UNIT,Measure,COU,Country,YEA,dim.YEAR,Value,Flag Codes,Flags
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2011,2011,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2012,2012,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2013,2013,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2014,2014,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,1995,1995,68.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,1996,1996,68.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,1997,1997,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,1998,1998,69.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,1999,1999,69.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2000,2000,70.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2001,2001,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2002,2002,70.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2003,2003,71.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2004,2004,71.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2005,2005,72,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2006,2006,72.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2007,2007,72.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2008,2008,73,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2009,2009,73.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2010,2010,73.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2011,2011,74,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2012,2012,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2013,2013,74.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2014,2014,74.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,1995,1995,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,1996,1996,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,1997,1997,75.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,1998,1998,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,1999,1999,76.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2000,2000,76.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2001,2001,76.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2002,2002,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2003,2003,77.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2004,2004,77.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2005,2005,77.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2006,2006,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2007,2007,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2008,2008,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2009,2009,78.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2010,2010,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2011,2011,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2012,2012,79.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2013,2013,79.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2014,2014,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),1995,1995,70,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),1996,1996,70.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),1997,1997,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),1998,1998,70.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),1999,1999,71.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2000,2000,71.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2001,2001,71.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2002,2002,72.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2003,2003,72.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2004,2004,72.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2005,2005,73.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2006,2006,73.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2007,2007,73.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2008,2008,73.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2009,2009,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2010,2010,74.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2011,2011,74.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2012,2012,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2013,2013,75.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2014,2014,75.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,1995,1995,67.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,1996,1996,69.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,1997,1997,70.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,1998,1998,69.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,1999,1999,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2000,2000,71,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2001,2001,70.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2002,2002,71.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2003,2003,71.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2004,2004,72.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2005,2005,72.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2006,2006,73.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2007,2007,73.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2008,2008,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2009,2009,75.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2010,2010,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2011,2011,76.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2012,2012,76.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2013,2013,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2014,2014,77.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,1995,1995,60.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,1996,1996,60.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,1997,1997,61.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,1998,1998,61.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,1999,1999,62.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2000,2000,62.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2001,2001,62.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2002,2002,63.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2003,2003,63.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2004,2004,64.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2005,2005,64.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2006,2006,64.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2007,2007,65.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2008,2008,65.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2009,2009,66.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2010,2010,66.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2011,2011,67.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2012,2012,67.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2013,2013,68,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2014,2014,68.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,1995,1995,64.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,1996,1996,64.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,1997,1997,65,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,1998,1998,65.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,1999,1999,65.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2000,2000,65.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2001,2001,66,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2002,2002,66.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2003,2003,66.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2004,2004,67,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2005,2005,67.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2006,2006,67.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2007,2007,68.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2008,2008,68.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2009,2009,68.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2010,2010,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2011,2011,69.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2012,2012,69.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2013,2013,70.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2014,2014,70.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,1995,1995,77.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,1996,1996,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,1997,1997,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,1998,1998,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,1999,1999,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2000,2000,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2001,2001,79.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2002,2002,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2003,2003,79.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2004,2004,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2005,2005,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2006,2006,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2007,2007,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2008,2008,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2009,2009,81.5,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2010,2010,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2011,2011,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2012,2012,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2013,2013,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2014,2014,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,1995,1995,64.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,1996,1996,66,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,1997,1997,66.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,1998,1998,67.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,1999,1999,66.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2000,2000,65.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2001,2001,65.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2002,2002,65.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2003,2003,65.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2004,2004,65.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2005,2005,65.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2006,2006,66.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2007,2007,67.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2008,2008,68.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2009,2009,68.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2010,2010,69,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2011,2011,69.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2012,2012,70.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2013,2013,70.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,RUS,Russia,2014,2014,70.9,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,1995,1995,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,1996,1996,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,1997,1997,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,1998,1998,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,1999,1999,75.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2000,2000,76.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2001,2001,76.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2002,2002,76.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2003,2003,76.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2004,2004,77.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2005,2005,77.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2006,2006,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2007,2007,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2008,2008,79.1,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2009,2009,79.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2010,2010,79.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2011,2011,80.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2012,2012,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2013,2013,80.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVN,Slovenia,2014,2014,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,1995,1995,61.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,1996,1996,60.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,1997,1997,59.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,1998,1998,58.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,1999,1999,57.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2000,2000,56.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2001,2001,55.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2002,2002,54.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2003,2003,53.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2004,2004,53.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2005,2005,53.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2006,2006,53.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2007,2007,54.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2008,2008,55.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2009,2009,56.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2010,2010,57.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2011,2011,59,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2012,2012,60.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2013,2013,61.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ZAF,South Africa,2014,2014,62,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2002,2002,70.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2003,2003,70.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2004,2004,70.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2005,2005,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2006,2006,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2007,2007,70.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2008,2008,72,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2009,2009,72.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2010,2010,73,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2011,2011,73.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2012,2012,73.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2013,2013,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LVA,Latvia,2014,2014,74.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,1995,1995,76.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,1996,1996,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,1997,1997,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,1998,1998,77.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,1999,1999,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2000,2000,77.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2001,2001,77.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2002,2002,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2003,2003,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2004,2004,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2005,2005,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2006,2006,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2007,2007,78.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2008,2008,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2009,2009,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2010,2010,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2011,2011,79.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2012,2012,79.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2013,2013,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CRI,Costa Rica,2014,2014,79.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,1995,1995,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,1996,1996,70.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,1997,1997,71.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,1998,1998,71.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,1999,1999,71.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2000,2000,72.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2001,2001,71.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2002,2002,71.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2003,2003,72.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2004,2004,72,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2005,2005,71.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2006,2006,71.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2007,2007,70.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2008,2008,71.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2009,2009,72.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2010,2010,73.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2011,2011,73.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2012,2012,74,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2013,2013,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LTU,Lithuania,2014,2014,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,1995,1995,68.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,1996,1996,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,1997,1997,69.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,1998,1998,70.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,1999,1999,70.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2000,2000,71,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2001,2001,71.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2002,2002,71.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2003,2003,72.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2004,2004,72.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2005,2005,73.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2006,2006,73.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2007,2007,73.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2008,2008,73.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2009,2009,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2010,2010,74.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2011,2011,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2012,2012,74.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2013,2013,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,COL,Colombia,2014,2014,75.3,,
